"",p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,diff.pct
"328",0,-0.224741011292772,0.267,0.218,0,LD,RAB3IP,0.049
"329",0,-0.225104934406328,0.41,0.352,0,LD,NSA2,0.058
"330",0,-0.225283211034038,0.208,0.177,0,LD,ZNF503,0.031
"331",0,-0.225564278540848,0.334,0.292,0,LD,MACF1,0.042
"332",0,-0.226090234394943,0.375,0.321,0,LD,PPA1,0.054
"333",0,-0.226248314777324,0.335,0.287,0,LD,BTF3L4,0.048
"334",0,-0.226377656667718,0.407,0.345,0,LD,PGAM1,0.062
"335",0,-0.22667059147785,0.249,0.23,0,LD,CISD2,0.019
"336",0,-0.226756424760299,0.327,0.283,0,LD,CAP1,0.044
"337",0,-0.226837432379229,0.225,0.202,0,LD,ATP2C1,0.023
"338",0,-0.227098684726896,0.362,0.303,0,LD,CHD9,0.059
"339",0,-0.227132679627681,0.263,0.222,0,LD,AGPAT2,0.041
"340",0,-0.227947510464043,0.51,0.43,0,LD,PDIA3,0.08
"341",0,-0.228331169197123,0.32,0.279,0,LD,SSNA1,0.041
"342",0,-0.229646334305808,0.252,0.225,0,LD,LRP10,0.027
"343",0,-0.229682584171879,0.404,0.347,0,LD,TALDO1,0.0570000000000001
"344",0,-0.229687119809909,0.279,0.238,0,LD,TSPAN6,0.041
"345",0,-0.229755037798427,0.366,0.307,0,LD,PCMTD1,0.059
"346",0,-0.230452519357202,0.249,0.216,0,LD,GABARAP,0.033
"347",0,-0.230686977862615,0.227,0.19,0,LD,QTRT1,0.037
"348",0,-0.231335242091416,0.533,0.457,0,LD,HNRNPU,0.076
"349",0,-0.233184007321307,0.431,0.364,0,LD,PTP4A2,0.067
"350",0,-0.233571200169492,0.218,0.198,0,LD,NPEPPS,0.02
"351",0,-0.234118413227455,0.479,0.428,0,LD,SYNE2,0.051
"352",0,-0.234412569769885,0.344,0.286,0,LD,RCN2,0.058
"353",0,-0.23448570245791,0.564,0.49,0,LD,SPCS2,0.074
"354",0,-0.234599886745414,0.232,0.2,0,LD,OBSL1,0.032
"355",0,-0.234846372097303,0.548,0.469,0,LD,APRT,0.0790000000000001
"356",0,-0.234874690724049,0.305,0.26,0,LD,EMC10,0.045
"357",0,-0.235268646485256,0.471,0.391,0,LD,ZFAS1,0.08
"358",0,-0.235279278352692,0.266,0.241,0,LD,SPPL2A,0.025
"359",0,-0.235847920393856,0.552,0.476,0,LD,CIB1,0.0760000000000001
"360",0,-0.235913820220925,0.284,0.242,0,LD,RPL22L1,0.042
"361",0,-0.235980375037159,0.27,0.24,0,LD,PSENEN,0.03
"362",0,-0.236167683057906,0.193,0.179,0,LD,WWC1,0.014
"363",0,-0.236623105011346,0.372,0.321,0,LD,MOB1A,0.051
"364",0,-0.23681703634916,0.707,0.636,0,LD,MYL12A,0.071
"365",0,-0.237178562166547,0.483,0.408,0,LD,CD164,0.075
"366",0,-0.237282443851586,0.498,0.427,0,LD,SNRPD2,0.071
"367",0,-0.239329192156273,0.228,0.195,0,LD,AKR1B1,0.033
"368",0,-0.239360009368702,0.284,0.238,0,LD,AMFR,0.046
"369",0,-0.239681607464767,0.674,0.602,0,LD,SEC61G,0.0720000000000001
"370",0,-0.240024312598395,0.403,0.349,0,LD,CBX3,0.0540000000000001
"371",0,-0.24057467728572,0.286,0.243,0,LD,SCIN,0.043
"372",0,-0.241084557970218,0.74,0.671,0,LD,MGST3,0.069
"373",0,-0.241473620576182,0.609,0.536,0,LD,WDR83OS,0.073
