,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene,diff.pct

4721,1.47E-177,0.211728473,0.157,0.079,3.42E-173,IRI_long_1,Hbegf,0.078

4722,3.48E-177,0.202255718,0.375,0.257,8.11E-173,IRI_long_1,Psma6,0.118

4723,3.54E-177,0.202244221,0.156,0.077,8.24E-173,IRI_long_1,Mal2,0.079

4724,3.71E-177,0.206383753,0.494,0.367,8.62E-173,IRI_long_1,Tmed10,0.127

4725,5.68E-177,0.4224123,0.161,0.082,1.32E-172,IRI_long_1,Acod1,0.079

4726,7.07E-177,0.20628438,0.366,0.249,1.64E-172,IRI_long_1,Skap2,0.117

4727,2.67E-176,0.568265214,0.114,0.05,6.22E-172,IRI_long_1,Stfa2l1,0.064

4728,3.03E-176,-0.298084293,0.77,0.798,7.04E-172,IRI_long_1,Rpl10,-0.028

4729,3.10E-175,0.270370814,0.182,0.099,7.20E-171,IRI_long_1,Jdp2,0.083

4730,2.76E-174,-0.239533875,0.451,0.46,6.42E-170,IRI_long_1,Tmem176a,-0.009

4731,2.90E-174,-0.275880384,0.179,0.218,6.75E-170,IRI_long_1,Cyb5b,-0.039

4732,3.61E-174,-0.288506926,0.135,0.183,8.40E-170,IRI_long_1,Dhrs4,-0.048

4733,1.02E-173,-0.265697819,0.045,0.11,2.37E-169,IRI_long_1,Glod5,-0.065

4734,2.71E-173,-0.29111747,0.184,0.228,6.30E-169,IRI_long_1,Acaa2,-0.044

4735,3.52E-173,0.265889796,0.424,0.307,8.20E-169,IRI_long_1,Ccdc12,0.117

4736,4.60E-173,-0.260997874,0.317,0.356,1.07E-168,IRI_long_1,Mrpl30,-0.039

4737,5.38E-173,0.340218828,0.133,0.062,1.25E-168,IRI_long_1,Pecam1,0.071

4738,1.09E-172,-0.229625735,0.484,0.509,2.53E-168,IRI_long_1,Edf1,-0.025

4739,1.41E-172,0.207545318,0.27,0.168,3.29E-168,IRI_long_1,Tgfbr1,0.102

4740,3.47E-171,0.213758809,0.295,0.19,8.07E-167,IRI_long_1,Bhlhe40,0.105

4741,3.55E-171,0.324824194,0.439,0.322,8.27E-167,IRI_long_1,Fkbp1a,0.117

4742,1.60E-170,-0.247172016,0.098,0.129,3.72E-166,IRI_long_1,C130074G19Rik,-0.031

4743,3.09E-170,-0.895179872,0.12,0.21,7.20E-166,IRI_long_1,H2-Ab1,-0.09

4744,4.84E-170,-0.279912751,0.043,0.101,1.13E-165,IRI_long_1,Nmrk1,-0.058

4745,1.38E-169,-0.288746824,0.144,0.202,3.21E-165,IRI_long_1,Spr,-0.058

4746,2.53E-169,0.206901029,0.117,0.052,5.88E-165,IRI_long_1,Cdc42ep2,0.065

4747,3.26E-169,-0.234016218,0.463,0.455,7.58E-165,IRI_long_1,Arpp19,0.008

4748,7.94E-169,0.239725269,0.166,0.087,1.85E-164,IRI_long_1,Notch1,0.079

4749,1.44E-168,-0.244215939,0.322,0.33,3.34E-164,IRI_long_1,Mgst3,-0.008

4750,4.20E-168,0.375916734,0.328,0.233,9.76E-164,IRI_long_1,Selplg,0.095

4751,4.20E-168,-0.249918245,0.123,0.165,9.78E-164,IRI_long_1,Ahcyl2,-0.042

4752,1.39E-167,0.299960292,0.153,0.086,3.24E-163,IRI_long_1,Siglece,0.067

4753,7.24E-167,-0.298290935,0.163,0.229,1.68E-162,IRI_long_1,Fuca2,-0.066

4754,5.21E-166,-0.313445603,0.057,0.105,1.21E-161,IRI_long_1,Slc7a7,-0.048

4755,5.64E-166,-0.228043937,0.159,0.165,1.31E-161,IRI_long_1,Dst,-0.006

4756,1.62E-165,0.22946416,0.197,0.111,3.76E-161,IRI_long_1,Dusp6,0.086

4757,3.52E-165,0.267335401,0.167,0.088,8.19E-161,IRI_long_1,Rab11fip1,0.079

4758,9.66E-165,0.310511627,0.294,0.193,2.25E-160,IRI_long_1,Ncf2,0.101

4759,1.32E-164,0.23411341,0.25,0.153,3.07E-160,IRI_long_1,Anxa11,0.097

4760,4.29E-164,0.350783572,0.197,0.114,9.99E-160,IRI_long_1,Slfn1,0.083

4761,6.87E-164,-0.251366867,0.13,0.165,1.60E-159,IRI_long_1,Slc25a51,-0.035

4762,1.56E-163,-0.235070983,0.389,0.408,3.64E-159,IRI_long_1,Mrps24,-0.019

4763,2.45E-163,-0.237788276,0.111,0.14,5.69E-159,IRI_long_1,Wwp1,-0.029

4764,4.76E-163,0.285373053,0.24,0.146,1.11E-158,IRI_long_1,Clic4,0.094

4765,9.05E-163,0.28154831,0.121,0.062,2.11E-158,IRI_long_1,1600010M07Rik,0.059

4766,1.30E-162,-0.241635748,0.061,0.106,3.03E-158,IRI_long_1,Rufy3,-0.045

4767,3.84E-162,-0.276093031,0.054,0.115,8.93E-158,IRI_long_1,Aldh7a1,-0.061

4768,6.44E-162,-0.274603917,0.135,0.178,1.50E-157,IRI_long_1,Lap3,-0.043

4769,1.02E-161,-0.264566609,0.208,0.258,2.38E-157,IRI_long_1,Idh3b,-0.05

4770,1.26E-161,-0.280470644,0.322,0.359,2.93E-157,IRI_long_1,Ivns1abp,-0.037

4771,1.89E-161,0.283884769,0.267,0.173,4.40E-157,IRI_long_1,Ehd1,0.094

4772,3.53E-161,-0.32889161,0.118,0.187,8.21E-157,IRI_long_1,Msra,-0.069

4773,2.08E-160,0.243289022,0.313,0.207,4.85E-156,IRI_long_1,Rbpms,0.106

4774,2.39E-160,-0.248425465,0.133,0.181,5.55E-156,IRI_long_1,Ndufs1,-0.048

4775,2.44E-160,0.316245697,0.36,0.262,5.67E-156,IRI_long_1,Gmfg,0.098

4776,4.05E-160,-0.258880923,0.064,0.115,9.43E-156,IRI_long_1,Fam213a,-0.051

4777,7.01E-160,0.233771932,0.139,0.069,1.63E-155,IRI_long_1,Cd38,0.07

4778,1.81E-159,-0.227355543,0.456,0.497,4.21E-155,IRI_long_1,Calr,-0.041

4779,2.55E-159,-0.272534644,0.137,0.188,5.93E-155,IRI_long_1,Ppa2,-0.051

4780,4.23E-159,0.30136426,0.129,0.07,9.85E-155,IRI_long_1,Ripor2,0.059

4781,4.60E-159,-0.247957585,0.123,0.168,1.07E-154,IRI_long_1,Mcur1,-0.045

4782,5.78E-159,-0.253523602,0.184,0.238,1.34E-154,IRI_long_1,Fkbp4,-0.054

4783,2.54E-158,0.281667157,0.249,0.157,5.92E-154,IRI_long_1,Snx18,0.092

4784,3.48E-158,0.21335064,0.5,0.381,8.09E-154,IRI_long_1,Ran,0.119

4785,9.50E-158,-0.221317109,0.413,0.432,2.21E-153,IRI_long_1,Eef1g,-0.019

4786,3.52E-157,-0.237552826,0.341,0.39,8.20E-153,IRI_long_1,Eif4a2,-0.049

4787,5.76E-157,0.300172897,0.179,0.101,1.34E-152,IRI_long_1,Dusp16,0.078

4788,1.00E-156,-0.219168712,0.104,0.122,2.33E-152,IRI_long_1,Scnn1a,-0.018

4789,1.04E-156,-0.263287435,0.1,0.15,2.41E-152,IRI_long_1,Adk,-0.05

4790,2.05E-156,0.218972588,0.426,0.31,4.77E-152,IRI_long_1,Timm10b,0.116

4791,2.47E-156,-0.208106009,0.139,0.15,5.75E-152,IRI_long_1,Pkd2,-0.011

4792,3.74E-156,-0.219289926,0.095,0.123,8.70E-152,IRI_long_1,Slc6a8,-0.028

4793,4.39E-155,-0.257064801,0.2,0.259,1.02E-150,IRI_long_1,Slc25a11,-0.059

4794,7.97E-155,-0.252185214,0.166,0.201,1.85E-150,IRI_long_1,Tspan3,-0.035

4795,1.07E-154,-0.241640243,0.08,0.127,2.48E-150,IRI_long_1,Nceh1,-0.047

4796,1.18E-154,0.236425669,0.186,0.105,2.74E-150,IRI_long_1,Klhl2,0.081

4797,1.47E-154,0.343286414,0.114,0.054,3.43E-150,IRI_long_1,H2-Q10,0.06

4798,2.12E-154,0.4663631,0.108,0.053,4.92E-150,IRI_long_1,Fn1,0.055

4799,2.14E-154,-0.277352821,0.123,0.175,4.98E-150,IRI_long_1,Slc43a2,-0.052

4800,7.79E-154,-0.22496981,0.278,0.302,1.81E-149,IRI_long_1,Fkbp2,-0.024

4801,1.25E-153,0.220327851,0.299,0.198,2.90E-149,IRI_long_1,Lnpep,0.101

4802,2.38E-153,-0.252764202,0.191,0.213,5.54E-149,IRI_long_1,Slirp,-0.022

4803,5.68E-153,-0.232791535,0.142,0.18,1.32E-148,IRI_long_1,Golga4,-0.038

4804,8.34E-153,-0.235954548,0.051,0.106,1.94E-148,IRI_long_1,Apeh,-0.055

4805,1.19E-152,-0.256743882,0.187,0.228,2.77E-148,IRI_long_1,Gde1,-0.041

4806,2.08E-152,-0.256493303,0.164,0.213,4.84E-148,IRI_long_1,Fam162a,-0.049

4807,2.36E-152,-0.200284407,0.402,0.395,5.49E-148,IRI_long_1,Tmbim4,0.007

4808,4.03E-152,-0.272304408,0.174,0.217,9.39E-148,IRI_long_1,Klf9,-0.043

4809,7.85E-152,0.29214326,0.202,0.131,1.83E-147,IRI_long_1,Arrb2,0.071

4810,1.46E-151,0.264561434,0.282,0.187,3.39E-147,IRI_long_1,Itgav,0.095

4811,2.57E-151,0.204471016,0.213,0.127,5.99E-147,IRI_long_1,Map4k4,0.086

4812,2.99E-151,-0.318721375,0.156,0.217,6.95E-147,IRI_long_1,Smim4,-0.061

4813,5.00E-151,-0.216790187,0.329,0.346,1.16E-146,IRI_long_1,Emc6,-0.017

4814,5.40E-151,-0.23219736,0.076,0.115,1.26E-146,IRI_long_1,Entpd5,-0.039

4815,6.34E-151,0.22482526,0.221,0.133,1.47E-146,IRI_long_1,Scarb2,0.088

4816,7.93E-151,-0.29770535,0.098,0.163,1.84E-146,IRI_long_1,Dbp,-0.065

4817,1.05E-150,-0.252113535,0.144,0.223,2.45E-146,IRI_long_1,Selenbp1,-0.079

4818,1.60E-150,0.218075763,0.838,0.786,3.73E-146,IRI_long_1,Ppia,0.052

4819,1.61E-150,-0.213580094,0.068,0.109,3.75E-146,IRI_long_1,Tmem116,-0.041

4820,2.29E-150,0.208902301,0.252,0.16,5.33E-146,IRI_long_1,Rsu1,0.092

4821,3.40E-150,0.282990593,0.206,0.123,7.92E-146,IRI_long_1,Pygl,0.083

4822,7.53E-150,-0.260451258,0.084,0.138,1.75E-145,IRI_long_1,Coa6,-0.054

4823,1.03E-149,-0.259079363,0.274,0.312,2.41E-145,IRI_long_1,Tmco1,-0.038

4824,1.62E-149,-0.231345569,0.46,0.488,3.78E-145,IRI_long_1,Pebp1,-0.028

4825,7.12E-149,0.267279202,0.213,0.131,1.66E-144,IRI_long_1,Dhrs7,0.082

4826,8.71E-149,-0.254032568,0.116,0.159,2.03E-144,IRI_long_1,Apoo,-0.043

4827,1.17E-148,-0.314530275,0.669,0.706,2.73E-144,IRI_long_1,Rps28,-0.037

4828,2.60E-148,0.201206902,0.237,0.147,6.04E-144,IRI_long_1,Sgms1,0.09

4829,2.30E-147,-0.239995486,0.106,0.139,5.34E-143,IRI_long_1,Ccser2,-0.033

4830,2.10E-146,0.230807946,0.118,0.06,4.88E-142,IRI_long_1,Pilrb2,0.058

4831,4.55E-146,-0.262806211,0.731,0.789,1.06E-141,IRI_long_1,Rpl36,-0.058

4832,7.18E-146,-0.202456488,0.152,0.173,1.67E-141,IRI_long_1,Itpr1,-0.021

4833,1.18E-145,-0.222156205,0.371,0.389,2.74E-141,IRI_long_1,Canx,-0.018

4834,4.16E-145,-0.227497746,0.193,0.224,9.69E-141,IRI_long_1,Dlst,-0.031

4835,8.02E-145,-0.23577737,0.289,0.319,1.87E-140,IRI_long_1,Lamtor5,-0.03

4836,2.34E-144,0.295405884,0.258,0.167,5.44E-140,IRI_long_1,Tgm2,0.091

4837,4.32E-144,-0.219664675,0.078,0.11,1.00E-139,IRI_long_1,Tmprss2,-0.032

4838,1.07E-143,-0.218142175,0.123,0.149,2.48E-139,IRI_long_1,Abhd17c,-0.026

4839,1.19E-143,0.26377016,0.323,0.224,2.78E-139,IRI_long_1,Pten,0.099

4840,2.20E-143,-0.210771814,0.069,0.109,5.12E-139,IRI_long_1,Cluh,-0.04

4841,4.52E-143,-0.216600803,0.109,0.136,1.05E-138,IRI_long_1,Bcat2,-0.027

4842,8.69E-143,-0.251849175,0.176,0.215,2.02E-138,IRI_long_1,Camk2n1,-0.039

4843,1.71E-142,-0.235296692,0.381,0.373,3.98E-138,IRI_long_1,Nudt4,0.008

4844,4.84E-142,0.305669334,0.386,0.284,1.13E-137,IRI_long_1,Rac2,0.102

4845,1.46E-141,0.230577215,0.194,0.114,3.40E-137,IRI_long_1,Nfil3,0.08

4846,1.65E-141,-0.266519712,0.171,0.212,3.83E-137,IRI_long_1,Tmem205,-0.041

4847,2.43E-141,0.274811598,0.204,0.133,5.66E-137,IRI_long_1,AB124611,0.071

4848,5.00E-141,-0.231359805,0.174,0.204,1.16E-136,IRI_long_1,Ap2a2,-0.03

4849,8.70E-141,-0.223288542,0.114,0.151,2.02E-136,IRI_long_1,Larp1b,-0.037

4850,2.44E-139,0.241147197,0.113,0.053,5.68E-135,IRI_long_1,Epas1,0.06

4851,1.09E-138,-0.25098138,0.12,0.168,2.54E-134,IRI_long_1,Cdc37l1,-0.048

4852,1.41E-138,-0.686484828,0.13,0.217,3.28E-134,IRI_long_1,H2-Aa,-0.087

4853,1.91E-138,-0.239098852,0.121,0.158,4.44E-134,IRI_long_1,Trap1,-0.037

4854,2.21E-138,0.239895679,0.214,0.132,5.15E-134,IRI_long_1,Sertad1,0.082

4855,2.97E-138,-0.231082644,0.089,0.137,6.91E-134,IRI_long_1,Nit1,-0.048

4856,3.74E-138,-0.216745518,0.149,0.179,8.69E-134,IRI_long_1,Cyfip2,-0.03

4857,4.36E-138,-0.259697962,0.545,0.563,1.01E-133,IRI_long_1,Rps27l,-0.018

4858,4.84E-138,0.285129141,0.241,0.157,1.13E-133,IRI_long_1,Slc5a3,0.084

4859,8.05E-138,0.265403901,0.485,0.393,1.87E-133,IRI_long_1,Ezr,0.092

4860,6.13E-137,-0.227768232,0.094,0.148,1.43E-132,IRI_long_1,Gtf2i,-0.054

4861,2.32E-136,0.290602884,0.269,0.19,5.40E-132,IRI_long_1,Gpsm3,0.079

4862,7.86E-136,-0.237680412,0.206,0.246,1.83E-131,IRI_long_1,Pnisr,-0.04

4863,9.72E-135,-0.332670026,0.09,0.145,2.26E-130,IRI_long_1,Itpr2,-0.055

4864,1.16E-134,-0.249269319,0.089,0.141,2.69E-130,IRI_long_1,Vegfa,-0.052

4865,1.56E-134,0.25665919,0.358,0.258,3.62E-130,IRI_long_1,Sorl1,0.1

4866,1.79E-134,0.242931293,0.139,0.073,4.17E-130,IRI_long_1,Fxyd4,0.066

4867,2.89E-134,0.278998191,0.257,0.175,6.71E-130,IRI_long_1,Grk2,0.082

4868,3.35E-134,-0.210258058,0.093,0.125,7.80E-130,IRI_long_1,Aco1,-0.032

4869,1.62E-133,0.283640879,0.202,0.14,3.76E-129,IRI_long_1,Sla,0.062

4870,1.65E-133,-0.229212503,0.172,0.166,3.83E-129,IRI_long_1,Atp11a,0.006

4871,2.65E-133,-0.206326021,0.167,0.187,6.18E-129,IRI_long_1,Chchd7,-0.02

4872,4.04E-133,0.200594752,0.236,0.151,9.41E-129,IRI_long_1,Plac8,0.085

4873,4.39E-133,-0.226999114,0.062,0.104,1.02E-128,IRI_long_1,Mapt,-0.042

4874,5.10E-133,-0.20755861,0.241,0.269,1.19E-128,IRI_long_1,Glrx5,-0.028

4875,5.83E-133,-0.241264452,0.094,0.141,1.36E-128,IRI_long_1,Aamdc,-0.047

4876,6.84E-133,-0.203184955,0.111,0.141,1.59E-128,IRI_long_1,Frrs1,-0.03

4877,8.51E-133,-0.206483317,0.067,0.114,1.98E-128,IRI_long_1,Vegfb,-0.047

4878,3.56E-132,-0.222618899,0.208,0.233,8.29E-128,IRI_long_1,Ndufaf8,-0.025

4879,3.90E-132,0.257501388,0.2,0.124,9.06E-128,IRI_long_1,St3gal6,0.076

4880,7.57E-132,-0.24066469,0.109,0.156,1.76E-127,IRI_long_1,Smarca2,-0.047

4881,7.93E-132,-0.995396785,0.281,0.384,1.84E-127,IRI_long_1,Apoe,-0.103

4882,9.76E-132,0.238097665,0.256,0.168,2.27E-127,IRI_long_1,Lilr4b,0.088

4883,1.38E-130,0.307210725,0.155,0.092,3.20E-126,IRI_long_1,Sell,0.063

4884,1.55E-130,0.316157723,0.198,0.122,3.62E-126,IRI_long_1,Nlrp3,0.076

4885,5.18E-130,-0.265459102,0.164,0.222,1.20E-125,IRI_long_1,Idh1,-0.058

4886,1.22E-129,0.215531028,0.164,0.094,2.84E-125,IRI_long_1,Myadm,0.07

4887,1.46E-129,0.259625251,0.134,0.073,3.40E-125,IRI_long_1,Fas,0.061

4888,1.91E-129,-0.246855841,0.121,0.171,4.44E-125,IRI_long_1,Rnf181,-0.05

4889,4.22E-129,-0.238707753,0.15,0.19,9.83E-125,IRI_long_1,Gns,-0.04

4890,6.13E-129,0.210499885,0.249,0.163,1.43E-124,IRI_long_1,Itga6,0.086

4891,1.39E-128,0.308219651,0.164,0.106,3.25E-124,IRI_long_1,Lyst,0.058

4892,3.13E-128,-0.228337533,0.207,0.244,7.28E-124,IRI_long_1,Hsd17b10,-0.037

4893,9.96E-128,-0.228384192,0.06,0.108,2.32E-123,IRI_long_1,Csad,-0.048

4894,9.62E-127,-0.216694308,0.214,0.246,2.24E-122,IRI_long_1,Pop5,-0.032

4895,1.21E-126,0.250236002,0.104,0.051,2.82E-122,IRI_long_1,Trim30b,0.053

4896,1.52E-126,-0.215933488,0.125,0.155,3.53E-122,IRI_long_1,Ss18l2,-0.03

4897,2.20E-126,-0.219985684,0.138,0.175,5.12E-122,IRI_long_1,Pink1,-0.037

4898,2.35E-126,-0.22809942,0.077,0.132,5.48E-122,IRI_long_1,Esrra,-0.055

4899,2.75E-126,0.248139992,0.12,0.065,6.41E-122,IRI_long_1,Selenon,0.055

4900,3.11E-126,-0.23747439,0.087,0.132,7.23E-122,IRI_long_1,Mtss1,-0.045

4901,5.46E-126,-0.204103933,0.232,0.256,1.27E-121,IRI_long_1,Cnpy2,-0.024

4902,1.26E-125,-0.298587393,0.161,0.235,2.94E-121,IRI_long_1,Dab2,-0.074

4903,1.87E-125,-0.226023578,0.205,0.231,4.36E-121,IRI_long_1,Naa38,-0.026

4904,2.99E-125,-0.227005669,0.202,0.244,6.96E-121,IRI_long_1,Mrpl18,-0.042

4905,3.07E-125,-0.255332747,0.699,0.738,7.14E-121,IRI_long_1,Rps18,-0.039

4906,5.73E-125,0.258781638,0.144,0.085,1.33E-120,IRI_long_1,Vamp5,0.059

4907,9.30E-125,0.222486333,0.188,0.113,2.16E-120,IRI_long_1,Cdo1,0.075

4908,2.72E-124,-0.221847246,0.104,0.148,6.33E-120,IRI_long_1,Fuom,-0.044

4909,2.91E-124,-0.21306325,0.064,0.107,6.77E-120,IRI_long_1,Fahd2a,-0.043

4910,3.62E-124,-0.251748354,0.622,0.635,8.42E-120,IRI_long_1,Rpl12,-0.013

4911,6.28E-124,0.321870414,0.338,0.246,1.46E-119,IRI_long_1,Vim,0.092

4912,4.72E-123,0.211192681,0.243,0.16,1.10E-118,IRI_long_1,Glrx,0.083

4913,7.83E-123,0.227903284,0.352,0.255,1.82E-118,IRI_long_1,Ctsc,0.097

4914,1.55E-122,-0.213372788,0.086,0.109,3.60E-118,IRI_long_1,Cldn8,-0.023

4915,2.07E-122,-0.211150793,0.138,0.173,4.81E-118,IRI_long_1,Acads,-0.035

4916,1.03E-121,-0.216029047,0.193,0.222,2.40E-117,IRI_long_1,Uqcc3,-0.029

4917,1.42E-121,-0.228362163,0.089,0.158,3.30E-117,IRI_long_1,Cda,-0.069

4918,3.17E-121,-0.212856069,0.255,0.274,7.38E-117,IRI_long_1,Rbm47,-0.019

4919,3.67E-121,-0.232636721,0.771,0.795,8.53E-117,IRI_long_1,Rplp2,-0.024

4920,5.48E-121,0.20223452,0.105,0.054,1.27E-116,IRI_long_1,Pira2,0.051

4921,5.63E-121,0.25864594,0.18,0.111,1.31E-116,IRI_long_1,Tlr2,0.069

4922,2.18E-120,0.206852974,0.395,0.295,5.06E-116,IRI_long_1,2810474O19Rik,0.1

4923,2.57E-120,-0.206284482,0.594,0.6,5.97E-116,IRI_long_1,Ndufa7,-0.006

4924,1.20E-119,0.245071223,0.181,0.115,2.80E-115,IRI_long_1,Il4ra,0.066

4925,1.30E-119,-0.211279036,0.63,0.631,3.03E-115,IRI_long_1,Rack1,-0.001

4926,1.40E-119,-0.203497676,0.072,0.109,3.26E-115,IRI_long_1,Nit2,-0.037

4927,2.38E-119,0.260802841,0.173,0.106,5.54E-115,IRI_long_1,Dgat1,0.067

4928,4.70E-119,0.209582416,0.203,0.127,1.09E-114,IRI_long_1,Serpinh1,0.076

4929,1.12E-117,0.221299009,0.213,0.135,2.61E-113,IRI_long_1,Pde4b,0.078

4930,5.88E-117,-0.280933286,0.082,0.144,1.37E-112,IRI_long_1,Hist1h1c,-0.062

4931,6.17E-117,0.380126695,0.405,0.324,1.44E-112,IRI_long_1,Cdk2ap2,0.081

4932,1.08E-116,-0.243189522,0.068,0.119,2.52E-112,IRI_long_1,Acox3,-0.051

4933,1.09E-116,0.244764387,0.175,0.108,2.54E-112,IRI_long_1,Fgr,0.067

4934,1.52E-116,-0.201223646,0.068,0.112,3.53E-112,IRI_long_1,Thap4,-0.044

4935,2.27E-116,-0.203547849,0.068,0.113,5.29E-112,IRI_long_1,Dalrd3,-0.045

4936,2.51E-116,0.23134547,0.293,0.205,5.85E-112,IRI_long_1,Samhd1,0.088

4937,2.77E-116,-0.221596099,0.092,0.112,6.44E-112,IRI_long_1,Ldhd,-0.02

4938,3.61E-116,-0.26313929,0.657,0.665,8.39E-112,IRI_long_1,Dbi,-0.008

4939,3.75E-116,0.292472691,0.128,0.072,8.71E-112,IRI_long_1,F630028O10Rik,0.056

4940,1.14E-115,-0.203374079,0.136,0.177,2.64E-111,IRI_long_1,Akap9,-0.041

4941,2.28E-115,0.215287156,0.152,0.093,5.30E-111,IRI_long_1,Fli1,0.059

4942,3.44E-115,0.203636782,0.265,0.181,8.01E-111,IRI_long_1,Bcl10,0.084

4943,1.14E-114,0.225659331,0.177,0.111,2.65E-110,IRI_long_1,Slc11a1,0.066

4944,2.34E-114,0.241743246,0.189,0.119,5.45E-110,IRI_long_1,Emilin2,0.07

4945,5.16E-114,-0.213517499,0.134,0.171,1.20E-109,IRI_long_1,Smim20,-0.037

4946,8.06E-114,-0.227055949,0.668,0.694,1.88E-109,IRI_long_1,Rpl3,-0.026

4947,1.04E-113,-0.23673669,0.704,0.739,2.41E-109,IRI_long_1,Rpl14,-0.035

4948,1.61E-113,0.255292543,0.379,0.337,3.74E-109,IRI_long_1,Cotl1,0.042

4949,1.96E-112,-0.223790016,0.096,0.139,4.55E-108,IRI_long_1,Gm5617,-0.043

4950,6.62E-111,0.2526401,0.195,0.129,1.54E-106,IRI_long_1,Nfam1,0.066

4951,1.30E-110,0.254032959,0.846,0.776,3.01E-106,IRI_long_1,mt-Nd3,0.07

4952,6.16E-110,-0.205118701,0.347,0.352,1.43E-105,IRI_long_1,Mat2a,-0.005

4953,8.18E-110,0.202652424,0.102,0.053,1.90E-105,IRI_long_1,Cfap43,0.049

4954,1.02E-109,-0.235821314,0.206,0.251,2.37E-105,IRI_long_1,Comt,-0.045

4955,2.83E-109,0.217629705,0.203,0.13,6.59E-105,IRI_long_1,Ccrl2,0.073

4956,1.23E-108,0.228135815,0.306,0.22,2.85E-104,IRI_long_1,Ndel1,0.086

4957,3.60E-108,-0.245138964,0.737,0.779,8.37E-104,IRI_long_1,Rps5,-0.042

4958,6.60E-108,0.255915825,0.246,0.175,1.53E-103,IRI_long_1,Vsir,0.071

4959,1.04E-107,0.275781217,0.104,0.055,2.43E-103,IRI_long_1,Gimap5,0.049

4960,1.48E-107,-0.207041397,0.165,0.202,3.44E-103,IRI_long_1,Ak2,-0.037

4961,2.54E-107,0.207048891,0.118,0.064,5.90E-103,IRI_long_1,Pdgfb,0.054

4962,3.28E-107,-0.223425115,0.185,0.223,7.62E-103,IRI_long_1,Prpf4b,-0.038

4963,1.57E-106,-0.210520262,0.122,0.127,3.65E-102,IRI_long_1,Ly86,-0.005

4964,1.64E-106,-0.251147411,0.655,0.651,3.82E-102,IRI_long_1,Uqcrb,0.004

4965,3.95E-106,0.224448429,0.208,0.136,9.19E-102,IRI_long_1,Tcf4,0.072

4966,8.28E-106,0.263125938,0.111,0.059,1.93E-101,IRI_long_1,Cyr61,0.052

4967,8.19E-105,0.21747593,0.332,0.244,1.90E-100,IRI_long_1,Ppp1r15a,0.088

4968,1.75E-104,-0.217124228,0.114,0.157,4.07E-100,IRI_long_1,Grcc10,-0.043

4969,3.33E-104,0.206542908,0.112,0.064,7.74E-100,IRI_long_1,Tlr13,0.048

4970,4.96E-104,0.221522079,0.129,0.079,1.15E-99,IRI_long_1,Rab32,0.05

4971,3.77E-103,0.213529229,0.271,0.192,8.78E-99,IRI_long_1,Cap1,0.079

4972,7.18E-103,0.214171422,0.121,0.069,1.67E-98,IRI_long_1,Clec5a,0.052

4973,8.50E-103,0.233613509,0.23,0.16,1.98E-98,IRI_long_1,Ncf4,0.07

4974,1.14E-102,-0.203986603,0.121,0.169,2.65E-98,IRI_long_1,H2-Ke6,-0.048

4975,1.27E-102,-0.202083037,0.07,0.111,2.95E-98,IRI_long_1,Tmem106a,-0.041

4976,1.63E-101,0.21647727,0.115,0.065,3.80E-97,IRI_long_1,Stx11,0.05

4977,5.52E-101,0.240294863,0.337,0.252,1.29E-96,IRI_long_1,Cytip,0.085

4978,5.88E-101,-0.204743409,0.077,0.122,1.37E-96,IRI_long_1,Amdhd2,-0.045

4979,1.05E-100,0.217084772,0.313,0.23,2.45E-96,IRI_long_1,Irf2bp2,0.083

4980,1.45E-100,0.266716256,0.13,0.074,3.37E-96,IRI_long_1,Isg15,0.056

4981,5.91E-100,0.202192957,0.266,0.187,1.38E-95,IRI_long_1,Skil,0.079

4982,1.96E-99,-0.275115784,0.995,0.99,4.56E-95,IRI_long_1,mt-Cytb,0.005

4983,3.73E-97,0.320494798,0.158,0.106,8.68E-93,IRI_long_1,Tnfaip3,0.052

4984,6.23E-97,0.252345281,0.191,0.13,1.45E-92,IRI_long_1,Il17ra,0.061

4985,7.49E-96,0.229291311,0.179,0.115,1.74E-91,IRI_long_1,Tiparp,0.064

4986,1.27E-95,0.2227093,0.288,0.21,2.96E-91,IRI_long_1,Zcchc6,0.078

4987,1.88E-93,0.235791246,0.14,0.089,4.38E-89,IRI_long_1,Cd300ld,0.051

4988,1.51E-91,0.36151148,0.155,0.11,3.51E-87,IRI_long_1,Ccl9,0.045

4989,6.23E-91,-0.25219418,0.107,0.13,1.45E-86,IRI_long_1,H2-DMa,-0.023

4990,1.82E-90,0.20524221,0.136,0.091,4.25E-86,IRI_long_1,Rassf5,0.045

4991,1.05E-89,0.222248258,0.174,0.119,2.45E-85,IRI_long_1,Trim30a,0.055

4992,5.17E-89,-0.204704063,0.082,0.109,1.20E-84,IRI_long_1,Scd2,-0.027

4993,7.54E-88,-0.272466384,0.081,0.114,1.76E-83,IRI_long_1,H2-DMb1,-0.033

